runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,bspApplicability
4,2003,"A5228F41","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
4,2003,"A5228F41","Performance","layoutGenerationMilliseconds","0.646","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
4,2003,"A5228F41","Performance","geometryInstantiationMilliseconds","52.007","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
4,2003,"A5228F41","Performance","metricsCalculationMilliseconds","0.172","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
4,2003,"A5228F41","Performance","totalGenerationMilliseconds","52.826","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
4,2003,"A5228F41","Performance","generatedGameObjectCount","5563","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
4,2003,"A5228F41","Performance","occupiedCellCount","3960","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
4,2003,"A5228F41","Performance","connectionCount","48","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
4,2003,"A5228F41","Performance","managedMemoryDeltaKB","1284","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
5,2004,"9C10FF72","Quantitativo","numRoomsTarget","48","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
5,2004,"9C10FF72","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
5,2004,"9C10FF72","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
5,2004,"9C10FF72","Quantitativo","fillPercentage","44.98%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
5,2004,"9C10FF72","Quantitativo","branchFactor","2.125","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
5,2004,"9C10FF72","Quantitativo","avgPathLength","164.766","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
5,2004,"9C10FF72","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
5,2004,"9C10FF72","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
5,2004,"9C10FF72","Quantitativo","criticalPathLength","352","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
5,2004,"9C10FF72","Quantitativo","avgAlternativePathLength","23","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
5,2004,"9C10FF72","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
5,2004,"9C10FF72","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
5,2004,"9C10FF72","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
5,2004,"9C10FF72","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
5,2004,"9C10FF72","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
5,2004,"9C10FF72","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
5,2004,"9C10FF72","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
5,2004,"9C10FF72","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
5,2004,"9C10FF72","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 45.459 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
5,2004,"9C10FF72","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
5,2004,"9C10FF72","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
5,2004,"9C10FF72","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
5,2004,"9C10FF72","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
5,2004,"9C10FF72","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
5,2004,"9C10FF72","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
5,2004,"9C10FF72","Performance","layoutGenerationMilliseconds","0.629","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
5,2004,"9C10FF72","Performance","geometryInstantiationMilliseconds","44.653","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
5,2004,"9C10FF72","Performance","metricsCalculationMilliseconds","0.175","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
5,2004,"9C10FF72","Performance","totalGenerationMilliseconds","45.459","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
5,2004,"9C10FF72","Performance","generatedGameObjectCount","5462","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
5,2004,"9C10FF72","Performance","occupiedCellCount","3685","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
5,2004,"9C10FF72","Performance","connectionCount","51","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
5,2004,"9C10FF72","Performance","managedMemoryDeltaKB","1324","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
6,2005,"BDB44203","Quantitativo","numRoomsTarget","44","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
6,2005,"BDB44203","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
6,2005,"BDB44203","Quantitativo","verticalVariance","1.992","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
6,2005,"BDB44203","Quantitativo","fillPercentage","44.79%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
6,2005,"BDB44203","Quantitativo","branchFactor","2.136","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
6,2005,"BDB44203","Quantitativo","avgPathLength","226.372","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
6,2005,"BDB44203","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
6,2005,"BDB44203","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
6,2005,"BDB44203","Quantitativo","criticalPathLength","370","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
6,2005,"BDB44203","Quantitativo","avgAlternativePathLength","33.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
6,2005,"BDB44203","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
